,0
533,0
534,0
535,0
536,0
537,0
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,0
549,0
550,0
551,0
552,0
553,0
554,4
555,0
556,0
557,0
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
599,0
600,0
601,0
602,0
603,0
604,0
605,0
606,0
607,0
608,0
609,0
610,0
611,2
612,0
613,0
614,0
615,0
616,0
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,7
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,7
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,0
666,4
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,1
697,0
698,0
699,0
700,0
701,0
702,0
703,0
704,0
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,0
731,0
732,0
733,0
734,4
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,0
746,0
747,2
748,0
749,0
750,0
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,0
767,5
768,0
769,0
770,0
771,0
772,0
773,5
774,0
775,0
776,0
777,0
778,0
779,0
780,0
781,0
782,3
783,0
784,0
785,0
786,0
787,0
788,0
789,0
790,0
791,0
792,2
793,0
794,0
795,0
796,0
797,4
798,0
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,4
830,0
831,0
832,0
833,0
834,0
835,0
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,4
846,0
847,0
848,0
849,0
850,0
851,0
852,0
853,0
854,0
855,0
856,0
857,0
858,0
859,0
860,0
861,0
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,0
870,0
871,0
872,0
873,0
874,0
875,0
876,0
877,0
878,0
879,0
880,0
881,0
882,0
883,0
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,0
892,0
893,0
894,0
895,0
896,5
897,0
898,0
899,0
900,0
901,0
902,0
903,0
904,0
905,0
906,0
907,0
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,0
916,0
917,0
918,0
919,0
920,0
921,0
922,0
923,0
924,0
925,0
926,0
927,0
928,0
929,0
930,0
931,0
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,5
942,0
943,0
944,0
945,0
946,0
947,0
948,0
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,2
957,0
958,0
959,0
960,0
961,4
962,5
963,2
964,0
965,2
966,0
967,0
968,0
969,0
970,0
971,0
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,0
987,0
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,0
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,0
1011,0
1012,0
1013,0
1014,0
1015,0
1016,0
1017,0
1018,0
1019,0
1020,0
1021,0
1022,0
1023,0
1024,0
1025,2
1026,0
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
1037,0
1038,3
1039,0
1040,0
1041,0
1042,0
1043,0
1044,0
1045,7
1046,0
1047,0
1048,0
1049,0
1050,0
1051,0
1052,0
1053,0
1054,0
1055,0
1056,3
1057,0
1058,0
1059,0
1060,0
1061,0
1062,0
1063,5
1064,0
1065,0
1066,0
1067,0
1068,0
1069,0
1070,0
1071,0
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,3
1079,1
1080,1
1081,1
1082,1
1083,1
1084,1
1085,1
1086,1
1087,3
1088,1
1089,1
1090,1
1091,1
1092,1
1093,1
1094,1
1095,1
1096,3
1097,1
1098,1
1099,3
1100,3
1101,1
1102,1
1103,1
1104,1
1105,1
1106,1
1107,1
1108,3
1109,3
1110,1
1111,1
1112,1
1113,1
1114,1
1115,1
1116,1
1117,1
1118,1
1119,1
1120,1
1121,1
1122,1
1123,1
1124,1
1125,1
1126,3
1127,3
1128,1
1129,1
1130,3
1131,3
1132,1
1133,1
1134,1
1135,3
1136,1
1137,1
1138,1
1139,1
1140,1
1141,1
1142,1
1143,1
1144,3
1145,1
1146,1
1147,1
1148,1
1149,1
1150,1
1151,1
1152,1
1153,1
1154,1
1155,1
1156,1
1157,3
1158,3
1159,1
1160,1
1161,1
1162,1
1163,1
1164,1
1165,3
1166,1
1167,1
1168,3
1169,1
1170,1
1171,1
1172,3
1173,1
1174,1
1175,1
1176,5
1177,1
1178,3
1179,1
1180,1
1181,1
1182,5
1183,3
1184,1
1185,1
1186,1
1187,1
1188,5
1189,1
1190,1
1191,1
1192,1
1193,1
1194,1
1195,1
1196,3
1197,3
1198,1
1199,1
1200,3
1201,1
1202,1
1203,1
1204,1
1205,1
1206,3
1207,3
1208,1
1209,1
1210,1
1211,1
1212,1
1213,1
1214,1
1215,1
1216,1
1217,1
1218,1
1219,1
1220,1
1221,1
1222,1
1223,1
1224,1
1225,1
1226,1
1227,1
1228,3
1229,1
1230,1
1231,1
1232,3
1233,5
1234,1
1235,1
1236,1
1237,3
1238,1
1239,1
1240,3
1241,1
1242,1
1243,1
1244,3
1245,1
1246,1
1247,1
1248,1
1249,1
1250,1
1251,5
1252,5
1253,1
1254,3
1255,1
1256,1
1257,3
1258,1
1259,1
1260,3
1261,3
1262,1
1263,1
1264,1
1265,1
1266,3
1267,1
1268,5
1269,3
1270,1
1271,1
1272,3
1273,3
1274,1
1275,1
1276,1
1277,1
1278,1
1279,1
1280,1
1281,1
1282,3
1283,1
1284,1
1285,1
1286,1
1287,1
1288,1
1289,3
1290,3
1291,1
1292,1
1293,1
1294,1
1295,1
1296,1
1297,1
1298,3
1299,1
1300,1
1301,1
1302,1
1303,1
1304,1
1305,3
1306,1
1307,3
1308,1
1309,3
1310,1
1311,3
1312,1
1313,1
1314,3
1315,3
1316,1
1317,1
1318,1
1319,1
1320,1
1321,1
1322,1
1323,1
1324,1
1325,1
1326,1
1327,1
1328,1
1329,1
1330,3
1331,1
1332,1
1333,1
1334,1
1335,1
1336,1
1337,1
1338,1
1339,1
1340,1
1341,1
1342,0
1343,1
1344,1
1345,1
1346,3
1347,1
1348,3
1349,1
1350,1
1351,1
1352,1
1353,3
1354,1
1355,3
1356,5
1357,1
1358,3
1359,1
1360,1
1361,1
1362,1
1363,1
1364,1
1365,1
1366,1
1367,1
1368,1
1369,3
1370,1
1371,3
1372,1
1373,1
1374,3
1375,3
1376,3
1377,1
1378,3
1379,1
1380,1
1381,1
1382,1
1383,1
1384,1
1385,3
1386,0
1387,1
1388,1
1389,1
1390,1
1391,1
1392,1
1393,1
1394,1
1395,5
1396,1
1397,3
1398,1
1399,1
1400,1
1401,1
1402,1
1403,1
1404,1
1405,1
1406,1
1407,1
1408,1
1409,1
1410,1
1411,1
1412,3
1413,1
1414,1
1415,3
1416,1
1417,3
1418,1
1419,3
1420,1
1421,1
1422,1
1423,1
1424,1
1425,1
1426,1
1427,3
1428,3
1429,1
1430,3
1431,1
1432,1
1433,5
1434,1
1435,1
1436,1
1437,1
1438,1
1439,3
1440,5
1441,1
1442,1
1443,1
1444,1
1445,3
1446,1
1447,1
1448,3
1449,3
1450,1
1451,1
1452,1
1453,3
1454,3
1455,1
1456,1
1457,1
1458,3
1459,3
1460,1
1461,1
1462,1
1463,1
1464,1
1465,3
1466,1
1467,3
1468,1
1469,1
1470,1
1471,1
1472,3
1473,1
1474,3
1475,1
1476,1
1477,1
1478,1
1479,3
1480,1
1481,1
1482,1
1483,1
1484,1
1485,3
1486,3
1487,1
1488,3
1489,1
1490,1
1491,1
1492,1
1493,1
1494,1
1495,3
1496,3
1497,1
1498,1
1499,3
1500,1
1501,5
1502,1
1503,3
1504,3
1505,1
1506,1
1507,1
1508,1
1509,1
1510,3
1511,1
1512,1
1513,3
1514,1
1515,1
1516,1
1517,1
1518,1
1519,1
1520,1
1521,1
1522,3
1523,1
1524,1
1525,1
1526,1
1527,3
1528,1
1529,1
1530,3
1531,1
1532,1
1533,3
1534,3
1535,1
1536,3
1537,1
1538,1
1539,3
1540,6
1541,3
1542,3
1543,1
1544,1
1545,3
1546,1
1547,1
1548,1
1549,1
1550,1
1551,1
1552,1
1553,1
1554,1
1555,1
1556,1
1557,1
1558,1
1559,1
1560,3
1561,1
1562,1
1563,1
1564,1
1565,1
1566,1
1567,1
1568,3
1569,1
1570,1
1571,1
1572,1
1573,1
1574,3
1575,1
1576,1
1577,5
1578,1
1579,1
1580,1
1581,1
1582,1
1583,1
1584,1
1585,3
1586,1
1587,1
1588,3
1589,1
1590,1
1591,1
1592,1
1593,1
1594,1
1595,1
1596,1
1597,1
1598,1
1599,1
1600,1
1601,1
1602,1
1603,3
1604,3
1605,1
1606,1
1607,1
1608,1
1609,1
1610,1
1611,3
1612,1
1613,1
1614,1
1615,1
1616,3
1617,1
1618,1
1619,7
1620,3
1621,1
1622,1
1623,1
1624,1
1625,1
1626,1
1627,1
1628,1
1629,1
1630,1
1631,1
1632,1
1633,1
1634,1
1635,1
1636,1
1637,1
1638,1
1639,1
1640,1
1641,1
1642,1
1643,1
1644,1
1645,1
1646,3
1647,1
1648,1
1649,1
1650,3
1651,1
1652,1
1653,5
1654,3
1655,3
1656,1
1657,3
1658,1
1659,1
1660,3
1661,3
1662,3
1663,1
1664,1
1665,3
1666,3
1667,1
1668,1
1669,1
1670,1
1671,3
1672,1
1673,1
1674,3
1675,1
1676,1
1677,3
1678,1
1679,3
1680,1
1681,1
1682,1
1683,3
1684,1
1685,1
1686,1
1687,5
1688,1
1689,1
1690,3
1691,1
1692,3
1693,1
1694,1
1695,3
1696,1
1697,3
1698,5
1699,1
1700,1
1701,1
1702,3
1703,1
1704,1
1705,1
1706,3
1707,3
1708,1
1709,1
1710,1
1711,1
1712,1
1713,1
1714,3
1715,1
1716,1
1717,3
1718,3
1719,1
1720,1
1721,3
1722,1
1723,1
1724,1
1725,1
1726,1
1727,1
1728,1
1729,1
1730,1
1731,3
1732,1
1733,1
1734,1
1735,1
1736,3
1737,1
1738,1
1739,1
1740,1
1741,3
1742,1
1743,1
1744,1
1745,1
1746,1
1747,1
1748,1
1749,1
1750,1
1751,1
1752,1
1753,1
1754,1
1755,1
1756,1
1757,1
1758,1
1759,1
1760,3
1761,3
1762,1
1763,1
1764,1
1765,3
1766,1
1767,1
1768,1
1769,1
1770,1
1771,1
1772,1
1773,1
1774,1
1775,1
1776,1
1777,1
1778,1
1779,1
1780,5
1781,1
1782,1
1783,1
1784,1
1785,1
1786,3
1787,1
1788,3
1789,1
1790,1
1791,1
1792,3
1793,1
1794,1
1795,1
1796,3
1797,1
1798,3
1799,1
1800,1
1801,1
1802,1
1803,3
1804,1
1805,1
1806,1
1807,1
1808,1
1809,1
1810,1
1811,1
1812,1
1813,1
1814,1
1815,1
1816,1
1817,3
1818,1
1819,3
1820,1
1821,1
1822,3
1823,1
1824,1
1825,1
1826,3
1827,3
1828,1
1829,1
1830,3
1831,3
1832,1
1833,1
1834,1
1835,3
1836,3
1837,1
1838,1
1839,3
1840,1
1841,1
1842,1
1843,1
1844,1
1845,1
1846,1
1847,3
1848,3
1849,1
1850,1
1851,3
1852,1
1853,1
1854,1
1855,3
1856,3
1857,1
1858,1
1859,1
1860,1
1861,1
1862,1
1863,1
1864,3
1865,1
1866,1
1867,1
1868,3
1869,1
1870,1
1871,1
1872,1
1873,3
1874,1
1875,1
1876,3
1877,1
1878,0
1879,3
1880,1
1881,3
1882,3
1883,3
1884,1
1885,1
1886,1
1887,1
1888,1
1889,3
1890,1
1891,3
1892,1
1893,1
1894,1
1895,1
1896,1
1897,1
1898,1
1899,1
1900,3
1901,1
1902,1
1903,1
1904,1
1905,1
1906,3
1907,1
1908,1
1909,1
1910,3
1911,1
1912,1
1913,3
1914,1
1915,1
1916,1
1917,3
1918,1
1919,1
1920,1
1921,3
1922,1
1923,3
1924,1
1925,1
1926,1
1927,3
1928,1
1929,3
1930,1
1931,1
1932,1
1933,2
1934,3
1935,1
1936,3
1937,1
1938,3
1939,1
1940,1
1941,1
1942,3
1943,1
1944,1
1945,1
1946,3
1947,1
1948,1
1949,1
1950,5
1951,1
1952,3
1953,3
1954,1
1955,3
1956,3
1957,1
1958,1
1959,1
1960,3
1961,1
1962,1
1963,1
1964,3
1965,3
1966,1
1967,1
1968,3
1969,1
1970,3
1971,1
1972,1
1973,1
1974,1
1975,1
1976,1
1977,3
1978,1
1979,1
1980,1
1981,3
1982,1
1983,1
1984,1
1985,1
1986,1
1987,1
1988,3
1989,3
1990,5
1991,3
1992,3
1993,3
1994,1
1995,1
1996,1
1997,3
1998,1
1999,3
2000,3
2001,3
2002,1
2003,1
2004,1
2005,3
2006,0
2007,1
2008,1
2009,1
2010,1
2011,1
2012,3
2013,1
2014,1
2015,1
2016,1
2017,1
2018,1
2019,1
2020,1
2021,1
2022,1
2023,1
2024,1
2025,1
2026,1
2027,1
2028,1
2029,1
2030,1
2031,1
2032,1
2033,1
2034,3
2035,1
2036,3
2037,1
2038,1
2039,1
2040,1
2041,1
2042,1
2043,1
2044,1
2045,1
2046,1
2047,1
2048,1
2049,1
2050,1
2051,1
2052,5
2053,1
2054,3
2055,1
2056,1
2057,1
2058,1
2059,1
2060,1
2061,1
2062,1
2063,3
2064,1
2065,1
2066,1
2067,1
2068,1
2069,1
2070,1
2071,1
2072,1
2073,1
2074,1
2075,1
2076,3
2077,1
2078,1
2079,1
2080,3
2081,1
2082,1
2083,3
2084,1
2085,1
2086,1
2087,1
2088,3
2089,1
2090,1
2091,1
2092,1
2093,1
2094,1
2095,1
2096,1
2097,1
2098,1
2099,3
2100,1
2101,2
2102,1
2103,3
2104,1
2105,1
2106,1
2107,1
2108,1
2109,1
2110,1
2111,1
2112,1
2113,1
2114,1
2115,1
2116,1
2117,1
2118,1
2119,3
2120,1
2121,1
2122,1
2123,1
2124,1
2125,1
2126,1
2127,1
2128,1
2129,3
2130,1
2131,1
2132,1
2133,1
2134,1
2135,3
2136,1
2137,3
2138,1
2139,1
2140,1
2141,1
2142,3
2143,1
2144,1
2145,1
2146,1
2147,1
2148,1
2149,1
2150,1
2151,1
2152,1
2153,1
2154,3
2155,1
2156,3
2157,1
2158,1
2159,1
2160,3
2161,1
2162,1
2163,1
2164,3
2165,1
2166,1
2167,3
2168,1
2169,1
2170,1
2171,1
2172,1
2173,1
2174,1
2175,1
2176,1
2177,1
2178,3
2179,1
2180,3
2181,1
2182,1
2183,1
2184,1
2185,3
2186,1
2187,1
2188,1
2189,1
2190,1
2191,3
2192,1
2193,3
2194,3
2195,1
2196,1
2197,1
2198,1
2199,1
2200,1
2201,1
2202,1
2203,1
2204,1
2205,1
2206,1
2207,1
2208,3
2209,3
2210,3
2211,3
2212,1
2213,1
2214,1
2215,1
2216,3
2217,1
2218,1
2219,1
2220,1
2221,1
2222,1
2223,3
2224,1
2225,1
2226,1
2227,1
2228,1
2229,5
2230,1
2231,1
2232,5
2233,1
2234,3
2235,1
2236,1
2237,1
2238,3
2239,1
2240,1
2241,1
2242,3
2243,5
2244,3
2245,1
2246,3
2247,1
2248,1
2249,3
2250,3
2251,1
2252,1
2253,1
2254,1
2255,3
2256,1
2257,3
2258,3
2259,1
2260,3
2261,3
2262,1
2263,1
2264,3
2265,1
2266,3
2267,1
2268,3
2269,1
2270,1
2271,1
2272,1
2273,1
2274,3
2275,3
2276,1
2277,1
2278,1
2279,1
2280,3
2281,1
2282,1
2283,1
2284,1
2285,1
2286,1
2287,1
2288,3
2289,1
2290,1
2291,3
2292,1
2293,1
2294,1
2295,1
2296,1
2297,1
2298,1
2299,1
2300,1
2301,3
2302,1
2303,1
2304,3
2305,1
2306,1
2307,1
2308,1
2309,1
2310,1
2311,1
2312,3
2313,1
2314,1
2315,1
2316,1
2317,1
2318,1
2319,1
2320,1
2321,1
2322,1
2323,1
2324,3
2325,1
2326,1
2327,1
2328,3
2329,1
2330,1
2331,1
2332,1
2333,1
2334,1
2335,3
2336,1
2337,1
2338,1
2339,1
2340,3
2341,1
2342,3
2343,1
2344,3
2345,3
2346,1
2347,5
2348,1
2349,1
2350,1
2351,1
2352,1
2353,1
2354,5
2355,3
2356,1
2357,3
2358,1
2359,1
2360,3
2361,1
2362,1
2363,3
2364,1
2365,1
2366,1
2367,1
2368,1
2369,1
2370,1
2371,1
2372,1
2373,1
2374,1
2375,1
2376,3
2377,1
2378,5
2379,1
2380,3
2381,1
2382,1
2383,1
2384,1
2385,1
2386,3
2387,1
2388,1
2389,1
2390,1
2391,5
2392,1
2393,1
2394,1
2395,1
2396,1
2397,3
2398,1
2399,1
2400,1
2401,1
2402,1
2403,1
2404,3
2405,1
2406,1
2407,1
2408,1
2409,1
2410,1
2411,1
2412,1
2413,1
2414,1
2415,1
2416,1
2417,3
2418,1
2419,3
2420,1
2421,1
2422,1
2423,1
2424,3
2425,1
2426,3
2427,3
2428,3
2429,1
2430,1
2431,3
2432,3
2433,1
2434,1
2435,1
2436,1
2437,1
2438,1
2439,1
2440,1
2441,1
2442,1
2443,1
2444,1
2445,1
2446,3
2447,1
2448,3
2449,1
2450,1
2451,1
2452,3
2453,1
2454,1
2455,5
2456,5
2457,1
2458,3
2459,1
2460,1
2461,1
2462,1
2463,1
2464,3
2465,1
2466,1
2467,1
2468,1
2469,1
2470,5
2471,3
2472,3
2473,3
2474,1
2475,3
2476,1
2477,3
2478,3
2479,3
2480,1
2481,1
2482,3
2483,3
2484,1
2485,3
2486,1
2487,1
2488,1
2489,1
2490,3
2491,1
2492,1
2493,1
2494,1
2495,1
2496,3
2497,1
2498,3
2499,3
2500,1
2501,1
2502,3
2503,1
2504,3
2505,1
2506,1
2507,1
2508,1
2509,1
2510,1
2511,3
2512,3
2513,1
2514,1
2515,3
2516,5
2517,1
2518,1
2519,1
2520,1
2521,1
2522,1
2523,3
2524,1
2525,3
2526,3
2527,1
2528,1
2529,1
2530,1
2531,3
2532,1
2533,1
2534,1
2535,3
2536,1
2537,3
2538,1
2539,1
2540,1
2541,1
2542,1
2543,1
2544,1
2545,1
2546,1
2547,1
2548,3
2549,1
2550,1
2551,1
2552,1
2553,3
2554,1
2555,1
2556,1
2557,3
2558,1
2559,1
2560,1
2561,1
2562,3
2563,1
2564,3
2565,1
2566,1
2567,1
2568,1
2569,3
2570,3
2571,3
2572,3
2573,1
2574,1
2575,1
2576,1
2577,0
2578,1
2579,1
2580,1
2581,1
2582,1
2583,1
2584,1
2585,1
2586,3
2587,3
2588,1
2589,1
2590,1
2591,1
2592,3
2593,1
2594,1
2595,1
2596,1
2597,1
2598,1
2599,1
2600,1
2601,1
2602,1
2603,1
2604,3
2605,1
2606,1
2607,1
2608,3
2609,3
2610,1
2611,1
2612,1
2613,1
2614,3
2615,3
2616,1
2617,1
2618,3
2619,1
2620,1
2621,1
2622,1
2623,1
2624,3
2625,1
2626,1
2627,1
2628,1
2629,1
2630,3
2631,1
2632,1
2633,1
2634,1
2635,1
2636,3
2637,1
2638,1
2639,1
2640,1
2641,1
2642,3
2643,3
2644,1
2645,1
2646,4
2647,3
2648,1
2649,3
2650,1
2651,1
2652,1
2653,1
2654,1
2655,3
2656,1
2657,1
2658,1
2659,1
2660,1
2661,1
2662,1
2663,1
2664,1
2665,5
2666,1
2667,1
2668,1
2669,3
2670,1
2671,1
2672,1
2673,1
2674,3
2675,1
2676,1
2677,3
2678,1
2679,1
2680,1
2681,1
2682,1
2683,3
2684,3
2685,1
2686,1
2687,1
2688,3
2689,1
2690,1
2691,3
2692,1
2693,1
2694,3
2695,1
2696,1
2697,1
2698,3
2699,1
2700,3
2701,1
2702,3
2703,1
2704,1
2705,1
2706,1
2707,1
2708,1
2709,1
2710,3
2711,5
2712,1
2713,1
2714,1
2715,1
2716,1
2717,1
2718,1
2719,1
2720,1
2721,1
2722,1
2723,3
2724,1
2725,1
2726,1
2727,3
2728,1
2729,3
2730,1
2731,3
2732,1
2733,3
2734,1
2735,1
2736,1
2737,1
2738,1
2739,1
2740,1
2741,3
2742,1
2743,1
2744,1
2745,1
2746,1
2747,3
2748,1
2749,3
2750,1
2751,3
2752,1
2753,1
2754,1
2755,1
2756,1
2757,1
2758,3
2759,1
2760,1
2761,1
2762,1
2763,1
2764,1
2765,1
2766,1
2767,1
2768,1
2769,1
2770,1
2771,1
2772,3
2773,1
2774,1
2775,1
2776,1
2777,1
2778,1
2779,1
2780,3
2781,1
2782,1
2783,1
2784,1
2785,1
2786,1
2787,3
2788,3
2789,1
2790,1
2791,1
2792,1
2793,1
2794,1
2795,1
2796,3
2797,1
2798,1
2799,1
2800,1
2801,1
2802,1
2803,1
2804,1
2805,1
2806,3
2807,1
2808,1
2809,1
2810,1
2811,1
2812,3
2813,1
2814,1
2815,1
2816,1
2817,1
2818,3
2819,1
2820,1
2821,1
2822,3
2823,1
2824,1
2825,3
2826,3
2827,3
2828,1
2829,1
2830,3
2831,3
2832,3
2833,1
2834,1
2835,1
2836,1
2837,1
2838,1
2839,1
2840,1
2841,1
2842,1
2843,3
2844,1
2845,1
2846,1
2847,3
2848,5
2849,3
2850,3
2851,1
2852,1
2853,3
2854,1
2855,1
2856,1
2857,1
2858,1
2859,1
2860,1
2861,1
2862,3
2863,1
2864,3
2865,3
2866,3
2867,1
2868,1
2869,1
2870,3
2871,1
2872,1
2873,1
2874,3
2875,1
2876,3
2877,1
2878,1
2879,1
2880,1
2881,1
2882,1
2883,3
2884,1
2885,3
2886,1
2887,1
2888,1
2889,1
2890,1
2891,1
2892,1
2893,1
2894,1
2895,1
2896,1
2897,1
2898,1
2899,3
2900,1
2901,1
2902,1
2903,3
2904,1
2905,1
2906,1
2907,1
2908,1
2909,3
2910,1
2911,1
2912,3
2913,3
2914,1
2915,1
2916,1
2917,3
2918,3
2919,1
2920,1
2921,1
2922,1
2923,1
2924,1
2925,3
2926,1
2927,3
2928,1
2929,3
2930,1
2931,1
2932,1
2933,0
2934,1
2935,1
2936,1
2937,1
2938,1
2939,1
2940,1
2941,1
2942,1
2943,1
2944,1
2945,1
2946,1
2947,1
2948,1
2949,1
2950,1
2951,1
2952,1
2953,1
2954,1
2955,1
2956,1
2957,1
2958,1
2959,1
2960,1
2961,1
2962,1
2963,1
2964,1
2965,1
2966,1
2967,1
2968,3
2969,1
2970,3
2971,1
2972,1
2973,1
2974,3
2975,1
2976,1
2977,1
2978,3
2979,1
2980,1
2981,1
2982,3
2983,1
2984,1
2985,1
2986,1
2987,3
2988,5
2989,3
2990,1
2991,3
2992,1
2993,1
2994,1
2995,1
2996,3
2997,1
